Year,geo_name,geo_code,benes_total_cnt,total_std_payment_per_capita,total_payment_per_capita,rowid
2023,VI,,20219.0,5815.61,6573.05,1632
2023,VT,50,169047.0,9314.45,11116.15,1633
2023,VT,50,20154.0,9844.8,11539.3,1634
2023,VT,50,148893.0,9233.49,11051.55,1635
2023,WA,53,1555950.0,9433.18,10461.81,1636
2023,WA,53,150682.0,9564.26,10476.49,1637
2023,WA,53,1405268.0,9420.29,10460.36,1638
2023,WI,55,1341157.0,10415.44,10795.85,1639
2023,WI,55,147687.0,10933.02,11181.05,1640
2023,WI,55,1193470.0,10345.73,10743.97,1641
2023,WV,54,468728.0,11334.02,11150.46,1642
2023,WV,54,75233.0,10350.15,9922.82,1643
2023,WV,54,393495.0,11506.9,11366.18,1644
2023,WY,56,129740.0,9761.15,10716.55,1645
2023,WY,56,12427.0,10646.22,11559.9,1646
2023,WY,56,117313.0,9678.63,10637.91,1647
2023,ZZ,,0.0,0.0,0.0,1648
2023,ZZ,,0.0,0.0,0.0,1649
2023,ZZ,,0.0,0.0,0.0,1650
